"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"OHXPERIO","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 12 YEARS - 150 YEARS",NA,NA
"OHXPERIO","OHAEXSTS","OHAEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Completed"", ""Partial"", ""Not Done"", ""Missing""]; Count=[""4880"", ""1488"", ""390"", ""0""]; Cumulative=[""4880"", ""6368"", ""6758"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD28CJS","OHD28CJS","LOA: mesial #28 FGM/CEJ","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1553"", ""230"", ""4975""]; Cumulative=[""1553"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD28PCS","OHD28PCS","LOA: mesial #28 PD","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1553"", ""230"", ""4975""]; Cumulative=[""1553"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD28LAS","OHD28LAS","LOA: mesial #28 calculated LA","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1553"", ""230"", ""4975""]; Cumulative=[""1553"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD27CJM","OHD27CJM","LOA: mid-facial #27 FGM/CEJ","Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1669"", ""113"", ""4976""]; Cumulative=[""1669"", ""1782"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD27PCM","OHD27PCM","LOA: mid-facial #27 PD","Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1669"", ""113"", ""4976""]; Cumulative=[""1669"", ""1782"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD27LAM","OHD27LAM","LOA: mid-facial #27 calculated LA","Loss of Attachment: Lower right cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1669"", ""113"", ""4976""]; Cumulative=[""1669"", ""1782"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD27CJS","OHD27CJS","LOA: mesial #27 FGM/CEJ","Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1665"", ""117"", ""4976""]; Cumulative=[""1665"", ""1782"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD27PCS","OHD27PCS","LOA: mesial #27 PD","Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1665"", ""117"", ""4976""]; Cumulative=[""1665"", ""1782"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD27LAS","OHD27LAS","LOA: mesial #27 calculated LA","Loss of Attachment: Lower right cuspid (C) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1665"", ""117"", ""4976""]; Cumulative=[""1665"", ""1782"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD26CJM","OHD26CJM","LOA: mid-facial #26 FGM/CEJ","Loss of Attachment: Lower right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1611"", ""172"", ""4975""]; Cumulative=[""1611"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD26PCM","OHD26PCM","LOA: mid-facial #26 PD","Loss of Attachment: Lower right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1611"", ""172"", ""4975""]; Cumulative=[""1611"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD26LAM","OHD26LAM","LOA: mid-facial #26 calculated LA","Loss of Attachment: Lower right lateral incisor (LI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1611"", ""172"", ""4975""]; Cumulative=[""1611"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD26CJS","OHD26CJS","LOA: mesial #26 FGM/CEJ","Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1582"", ""201"", ""4975""]; Cumulative=[""1582"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD26PCS","OHD26PCS","LOA: mesial #26 PD","Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1582"", ""201"", ""4975""]; Cumulative=[""1582"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD26LAS","OHD26LAS","LOA: mesial #26 calculated LA","Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 15"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1582"", ""201"", ""4975""]; Cumulative=[""1582"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD25CJM","OHD25CJM","LOA: mid-facial #25 FGM/CEJ","Loss of Attachment: Lower right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1588"", ""196"", ""4974""]; Cumulative=[""1588"", ""1784"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD25PCM","OHD25PCM","LOA: mid-facial #25 PD","Loss of Attachment: Lower right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1588"", ""196"", ""4974""]; Cumulative=[""1588"", ""1784"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD25LAM","OHD25LAM","LOA: mid-facial #25 calculated LA","Loss of Attachment: Lower right central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1588"", ""196"", ""4974""]; Cumulative=[""1588"", ""1784"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD25CJS","OHD25CJS","LOA: mesial #25 FGM/CEJ","Loss of Attachment: Lower right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1555"", ""229"", ""4974""]; Cumulative=[""1555"", ""1784"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD25PCS","OHD25PCS","LOA: mesial #25 PD","Loss of Attachment: Lower right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1555"", ""229"", ""4974""]; Cumulative=[""1555"", ""1784"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD25LAS","OHD25LAS","LOA: mesial #25 calculated LA","Loss of Attachment: Lower right central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1555"", ""229"", ""4974""]; Cumulative=[""1555"", ""1784"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
